ID,Name,Category,Type,Destination,Area,Price,Rating,Description
1281,Mountain Brew 215,Cafe,Food,Darjeeling,Tea Garden,986 INR,4.7,Cafe in Darjeeling with great experience
1282,Spice Route 86,Restaurant,Food,Kalimpong,City Center,306 INR,4.3,Restaurant in Kalimpong with great experience
1283,Mountain Brew 306,Cafe,Food,Darjeeling,Mall Road,844 INR,5.0,Cafe in Darjeeling with great experience
1284,Taste of Hills 484,Restaurant,Food,Lava,Forest Area,103 INR,3.4,Restaurant in Lava with great experience
1285,Lake 530,Attraction,Experience,Darjeeling,Hill View,,4.9,Attraction in Darjeeling with great experience
1286,Food Valley 208,Restaurant,Food,Gangtok,Hill View,716 INR,3.8,Restaurant in Gangtok with great experience
1287,Luxury Hills Resort 794,Resort,Stay,Kurseong,Forest Area,1820 INR,4.6,Resort in Kurseong with great experience
1288,Mountain Nest 196,Homestay,Stay,Kurseong,Tea Garden,6519 INR,5.0,Homestay in Kurseong with great experience
1289,Mountain Brew 389,Cafe,Food,Kalimpong,Mall Road,968 INR,4.5,Cafe in Kalimpong with great experience
1290,Mountain Nest 611,Homestay,Stay,Kurseong,Hill View,1716 INR,3.3,Homestay in Kurseong with great experience
1291,Sunrise Coffee 743,Cafe,Food,Dooars,City Center,246 INR,3.4,Cafe in Dooars with great experience
1292,Valley View Stay 746,Homestay,Stay,Lava,Forest Area,4028 INR,3.0,Homestay in Lava with great experience
1293,Boating 145,Activity,Experience,Mirik,Mall Road,,4.5,Activity in Mirik with great experience
1294,Boating 772,Activity,Experience,Mirik,Tea Garden,,4.1,Activity in Mirik with great experience
1295,Winter Hub 586,Clothing Store,Shopping,Kurseong,Hill View,,4.5,Clothing Store in Kurseong with great experience
1296,Mountain Style 219,Clothing Store,Shopping,Lava,Forest Area,,4.9,Clothing Store in Lava with great experience
1297,Toy Train Ride 832,Activity,Experience,Darjeeling,Mall Road,,4.1,Activity in Darjeeling with great experience
1298,Valley View Stay 255,Homestay,Stay,Darjeeling,Tea Garden,1065 INR,4.8,Homestay in Darjeeling with great experience
1299,Himalayan Wear 490,Clothing Store,Shopping,Darjeeling,Mall Road,,3.4,Clothing Store in Darjeeling with great experience
1300,Tea Garden Resort 686,Resort,Stay,Darjeeling,Mall Road,2458 INR,4.6,Resort in Darjeeling with great experience
1301,Forest Resort 306,Resort,Stay,Kurseong,Forest Area,4673 INR,4.0,Resort in Kurseong with great experience
1302,Cloud9 Cafe 773,Cafe,Food,Lava,City Center,953 INR,4.4,Cafe in Lava with great experience
1303,Valley View Stay 116,Homestay,Stay,Darjeeling,Mall Road,5003 INR,4.1,Homestay in Darjeeling with great experience
1304,Hill Stay Inn 431,Hotel,Stay,Gangtok,City Center,3203 INR,4.8,Hotel in Gangtok with great experience
1305,Winter Hub 620,Clothing Store,Shopping,Darjeeling,Tea Garden,,4.2,Clothing Store in Darjeeling with great experience
1306,Forest Resort 29,Resort,Stay,Gangtok,Mall Road,1352 INR,4.7,Resort in Gangtok with great experience
1307,Waterfall 424,Attraction,Experience,Gangtok,MG Marg,,3.5,Attraction in Gangtok with great experience
1308,Sunrise Coffee 890,Cafe,Food,Gangtok,City Center,197 INR,3.7,Cafe in Gangtok with great experience
1309,Mountain Style 551,Clothing Store,Shopping,Darjeeling,Mall Road,,4.9,Clothing Store in Darjeeling with great experience
1310,Winter Hub 147,Clothing Store,Shopping,Gangtok,MG Marg,,4.2,Clothing Store in Gangtok with great experience
1311,Luxury Hills Resort 677,Resort,Stay,Dooars,City Center,1872 INR,4.4,Resort in Dooars with great experience
1312,Toy Train Ride 769,Activity,Experience,Darjeeling,Forest Area,,4.6,Activity in Darjeeling with great experience
1313,View Point 258,Attraction,Experience,Gangtok,MG Marg,,3.9,Attraction in Gangtok with great experience
1314,Monastery 247,Attraction,Experience,Mirik,City Center,,4.1,Attraction in Mirik with great experience
1315,Luxury Hills Resort 256,Resort,Stay,Gangtok,MG Marg,2934 INR,3.8,Resort in Gangtok with great experience
1316,Taste of Hills 242,Restaurant,Food,Gangtok,MG Marg,592 INR,3.8,Restaurant in Gangtok with great experience
1317,Mountain Brew 870,Cafe,Food,Dooars,City Center,387 INR,4.8,Cafe in Dooars with great experience
1318,Safari 433,Activity,Experience,Dooars,Hill View,,3.6,Activity in Dooars with great experience
1319,Safari 80,Activity,Experience,Dooars,Forest Area,,5.0,Activity in Dooars with great experience
1320,Mountain Brew 140,Cafe,Food,Kalimpong,Mall Road,243 INR,4.4,Cafe in Kalimpong with great experience
1321,Tea Garden Resort 168,Resort,Stay,Gangtok,MG Marg,4390 INR,4.5,Resort in Gangtok with great experience
1322,Winter Hub 509,Clothing Store,Shopping,Lava,Forest Area,,3.7,Clothing Store in Lava with great experience
1323,View Point 59,Attraction,Experience,Darjeeling,City Center,,4.0,Attraction in Darjeeling with great experience
1324,Hotel Green View 57,Hotel,Stay,Kalimpong,Hill View,7185 INR,3.5,Hotel in Kalimpong with great experience
1325,Mountain Nest 351,Homestay,Stay,Kurseong,Tea Garden,7620 INR,4.3,Homestay in Kurseong with great experience
1326,Spice Route 423,Restaurant,Food,Darjeeling,City Center,637 INR,4.7,Restaurant in Darjeeling with great experience
1327,Taste of Hills 75,Restaurant,Food,Dooars,City Center,314 INR,4.3,Restaurant in Dooars with great experience
1328,Winter Hub 612,Clothing Store,Shopping,Darjeeling,Hill View,,4.0,Clothing Store in Darjeeling with great experience
1329,View Point 620,Attraction,Experience,Darjeeling,Mall Road,,4.2,Attraction in Darjeeling with great experience
1330,Winter Hub 948,Clothing Store,Shopping,Darjeeling,Mall Road,,4.3,Clothing Store in Darjeeling with great experience
1331,Skyline Hotel 374,Hotel,Stay,Dooars,Forest Area,1157 INR,4.7,Hotel in Dooars with great experience
1332,Winter Hub 669,Clothing Store,Shopping,Mirik,City Center,,4.5,Clothing Store in Mirik with great experience
1333,Himalayan Wear 776,Clothing Store,Shopping,Kalimpong,Hill View,,4.2,Clothing Store in Kalimpong with great experience
1334,Food Valley 734,Restaurant,Food,Darjeeling,Mall Road,393 INR,4.1,Restaurant in Darjeeling with great experience
1335,Pahari Homestay 263,Homestay,Stay,Gangtok,MG Marg,7165 INR,4.1,Homestay in Gangtok with great experience
1336,Hill Stay Inn 960,Hotel,Stay,Kurseong,Tea Garden,7533 INR,4.1,Hotel in Kurseong with great experience
1337,Cloud9 Cafe 261,Cafe,Food,Kalimpong,City Center,208 INR,4.8,Cafe in Kalimpong with great experience
1338,Forest Resort 200,Resort,Stay,Lava,Hill View,7340 INR,3.7,Resort in Lava with great experience
1339,Himalayan Wear 978,Clothing Store,Shopping,Lava,City Center,,4.7,Clothing Store in Lava with great experience
1340,Valley View Stay 544,Homestay,Stay,Darjeeling,Mall Road,1548 INR,4.6,Homestay in Darjeeling with great experience
1341,Winter Hub 929,Clothing Store,Shopping,Kalimpong,Forest Area,,4.0,Clothing Store in Kalimpong with great experience
1342,Hill Stay Inn 400,Hotel,Stay,Dooars,Forest Area,5913 INR,4.6,Hotel in Dooars with great experience
1343,Sunrise Coffee 390,Cafe,Food,Gangtok,City Center,928 INR,3.4,Cafe in Gangtok with great experience
1344,Hill Stay Inn 76,Hotel,Stay,Darjeeling,Tea Garden,4816 INR,4.3,Hotel in Darjeeling with great experience
1345,Peak Residency 759,Hotel,Stay,Darjeeling,Mall Road,4847 INR,3.6,Hotel in Darjeeling with great experience
1346,Food Valley 282,Restaurant,Food,Darjeeling,Tea Garden,456 INR,4.4,Restaurant in Darjeeling with great experience
1347,Cafe Aroma 393,Cafe,Food,Gangtok,Mall Road,262 INR,4.1,Cafe in Gangtok with great experience
1348,Mountain Style 664,Clothing Store,Shopping,Kurseong,Tea Garden,,4.3,Clothing Store in Kurseong with great experience
1349,Tea Garden Resort 87,Resort,Stay,Lava,Forest Area,6050 INR,3.9,Resort in Lava with great experience
1350,Mountain Brew 809,Cafe,Food,Lava,Hill View,635 INR,3.6,Cafe in Lava with great experience
1351,Cloud9 Cafe 480,Cafe,Food,Darjeeling,Tea Garden,684 INR,3.6,Cafe in Darjeeling with great experience
1352,Skyline Hotel 652,Hotel,Stay,Kalimpong,Mall Road,3041 INR,3.8,Hotel in Kalimpong with great experience
1353,Luxury Hills Resort 108,Resort,Stay,Mirik,Tea Garden,1449 INR,5.0,Resort in Mirik with great experience
1354,Winter Hub 788,Clothing Store,Shopping,Gangtok,City Center,,4.8,Clothing Store in Gangtok with great experience
1355,Mountain Nest 278,Homestay,Stay,Darjeeling,Forest Area,5996 INR,3.3,Homestay in Darjeeling with great experience
1356,Mountain Style 160,Clothing Store,Shopping,Darjeeling,Mall Road,,4.1,Clothing Store in Darjeeling with great experience
1357,View Point 199,Attraction,Experience,Darjeeling,Tea Garden,,3.3,Attraction in Darjeeling with great experience
1358,Hill Stay Inn 388,Hotel,Stay,Dooars,City Center,6708 INR,4.9,Hotel in Dooars with great experience
1359,Food Valley 22,Restaurant,Food,Darjeeling,Mall Road,307 INR,3.9,Restaurant in Darjeeling with great experience
1360,Taste of Hills 758,Restaurant,Food,Gangtok,MG Marg,321 INR,4.3,Restaurant in Gangtok with great experience
1361,Mountain Style 464,Clothing Store,Shopping,Kurseong,City Center,,4.0,Clothing Store in Kurseong with great experience
1362,Tea Garden Resort 919,Resort,Stay,Darjeeling,Tea Garden,2636 INR,4.0,Resort in Darjeeling with great experience
1363,Himalayan Wear 585,Clothing Store,Shopping,Darjeeling,Hill View,,4.6,Clothing Store in Darjeeling with great experience
1364,Lake 373,Attraction,Experience,Darjeeling,Mall Road,,4.0,Attraction in Darjeeling with great experience
1365,Winter Hub 632,Clothing Store,Shopping,Kurseong,City Center,,3.6,Clothing Store in Kurseong with great experience
1366,Hill Stay Inn 957,Hotel,Stay,Gangtok,MG Marg,5534 INR,4.0,Hotel in Gangtok with great experience
1367,Hotel Green View 196,Hotel,Stay,Gangtok,Hill View,7444 INR,3.3,Hotel in Gangtok with great experience
1368,Monastery 887,Attraction,Experience,Dooars,City Center,,3.9,Attraction in Dooars with great experience
1369,Forest Resort 623,Resort,Stay,Gangtok,MG Marg,4969 INR,3.8,Resort in Gangtok with great experience
1370,View Point 270,Attraction,Experience,Lava,City Center,,3.0,Attraction in Lava with great experience
1371,Tea Garden Resort 371,Resort,Stay,Darjeeling,Tea Garden,1567 INR,4.1,Resort in Darjeeling with great experience
1372,Tea Garden Resort 938,Resort,Stay,Darjeeling,Forest Area,5274 INR,3.5,Resort in Darjeeling with great experience
1373,Himalayan Dine 940,Restaurant,Food,Darjeeling,Mall Road,944 INR,4.6,Restaurant in Darjeeling with great experience
1374,Valley View Stay 171,Homestay,Stay,Darjeeling,Forest Area,3225 INR,3.3,Homestay in Darjeeling with great experience
1375,Pahari Homestay 152,Homestay,Stay,Darjeeling,Tea Garden,7235 INR,4.5,Homestay in Darjeeling with great experience
1376,Peak Residency 231,Hotel,Stay,Mirik,Tea Garden,6903 INR,4.0,Hotel in Mirik with great experience
1377,Waterfall 212,Attraction,Experience,Gangtok,Mall Road,,3.1,Attraction in Gangtok with great experience
1378,Tea Garden Resort 431,Resort,Stay,Gangtok,MG Marg,4129 INR,4.0,Resort in Gangtok with great experience
1379,Monastery 696,Attraction,Experience,Darjeeling,Mall Road,,3.2,Attraction in Darjeeling with great experience
1380,Trekking 217,Activity,Experience,Gangtok,Hill View,,3.4,Activity in Gangtok with great experience
1381,Luxury Hills Resort 251,Resort,Stay,Kurseong,Tea Garden,6319 INR,4.7,Resort in Kurseong with great experience
1382,Cafe Aroma 334,Cafe,Food,Gangtok,MG Marg,415 INR,3.2,Cafe in Gangtok with great experience
1383,Hilltop Cafe 544,Cafe,Food,Gangtok,MG Marg,408 INR,3.2,Cafe in Gangtok with great experience
1384,Waterfall 154,Attraction,Experience,Kalimpong,City Center,,3.9,Attraction in Kalimpong with great experience
1385,Mountain Brew 795,Cafe,Food,Darjeeling,Mall Road,942 INR,4.8,Cafe in Darjeeling with great experience
1386,Waterfall 72,Attraction,Experience,Darjeeling,Hill View,,3.1,Attraction in Darjeeling with great experience
1387,Valley View Stay 153,Homestay,Stay,Darjeeling,Hill View,7630 INR,4.8,Homestay in Darjeeling with great experience
1388,Mountain Brew 556,Cafe,Food,Darjeeling,Tea Garden,104 INR,4.5,Cafe in Darjeeling with great experience
1389,Himalayan Dine 309,Restaurant,Food,Gangtok,Mall Road,612 INR,4.8,Restaurant in Gangtok with great experience
1390,Forest Resort 919,Resort,Stay,Lava,Hill View,7410 INR,4.4,Resort in Lava with great experience
1391,Spice Route 232,Restaurant,Food,Dooars,Forest Area,671 INR,4.7,Restaurant in Dooars with great experience
1392,Boating 197,Activity,Experience,Mirik,Tea Garden,,4.2,Activity in Mirik with great experience
1393,Valley View Stay 605,Homestay,Stay,Gangtok,MG Marg,5082 INR,4.9,Homestay in Gangtok with great experience
1394,Waterfall 168,Attraction,Experience,Dooars,Forest Area,,3.2,Attraction in Dooars with great experience
1395,Mountain Style 152,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.1,Clothing Store in Darjeeling with great experience
1396,Winter Hub 159,Clothing Store,Shopping,Gangtok,MG Marg,,4.0,Clothing Store in Gangtok with great experience
1397,Winter Hub 461,Clothing Store,Shopping,Darjeeling,Mall Road,,3.8,Clothing Store in Darjeeling with great experience
1398,Safari 509,Activity,Experience,Dooars,Tea Garden,,4.0,Activity in Dooars with great experience
1399,Himalayan Wear 350,Clothing Store,Shopping,Lava,Hill View,,4.7,Clothing Store in Lava with great experience
1400,Pahari Homestay 320,Homestay,Stay,Darjeeling,Mall Road,1007 INR,3.9,Homestay in Darjeeling with great experience
1401,Food Valley 776,Restaurant,Food,Gangtok,MG Marg,447 INR,3.1,Restaurant in Gangtok with great experience
1402,Hilltop Cafe 109,Cafe,Food,Kurseong,Tea Garden,378 INR,3.6,Cafe in Kurseong with great experience
1403,Pahari Homestay 936,Homestay,Stay,Darjeeling,City Center,7662 INR,4.4,Homestay in Darjeeling with great experience
1404,Sunrise Coffee 115,Cafe,Food,Kurseong,Mall Road,773 INR,4.2,Cafe in Kurseong with great experience
1405,Himalayan Dine 822,Restaurant,Food,Darjeeling,Forest Area,773 INR,3.7,Restaurant in Darjeeling with great experience
1406,Pahari Homestay 55,Homestay,Stay,Gangtok,MG Marg,2109 INR,3.1,Homestay in Gangtok with great experience
1407,View Point 278,Attraction,Experience,Lava,City Center,,4.9,Attraction in Lava with great experience
1408,View Point 557,Attraction,Experience,Gangtok,City Center,,4.5,Attraction in Gangtok with great experience
1409,Winter Hub 185,Clothing Store,Shopping,Darjeeling,Mall Road,,4.9,Clothing Store in Darjeeling with great experience
1410,Luxury Hills Resort 830,Resort,Stay,Gangtok,MG Marg,7690 INR,4.5,Resort in Gangtok with great experience
1411,Himalayan Dine 492,Restaurant,Food,Darjeeling,Mall Road,770 INR,3.4,Restaurant in Darjeeling with great experience
1412,Mountain Nest 133,Homestay,Stay,Mirik,City Center,3823 INR,3.4,Homestay in Mirik with great experience
1413,Spice Route 60,Restaurant,Food,Gangtok,MG Marg,162 INR,4.8,Restaurant in Gangtok with great experience
1414,Mountain Nest 66,Homestay,Stay,Lava,Forest Area,1360 INR,3.3,Homestay in Lava with great experience
1415,Luxury Hills Resort 546,Resort,Stay,Gangtok,MG Marg,2127 INR,3.9,Resort in Gangtok with great experience
1416,Himalayan Wear 144,Clothing Store,Shopping,Gangtok,Mall Road,,4.7,Clothing Store in Gangtok with great experience
1417,Spice Route 226,Restaurant,Food,Dooars,Forest Area,910 INR,4.6,Restaurant in Dooars with great experience
1418,Spice Route 120,Restaurant,Food,Darjeeling,Tea Garden,391 INR,3.2,Restaurant in Darjeeling with great experience
1419,Skyline Hotel 850,Hotel,Stay,Dooars,Tea Garden,3660 INR,3.2,Hotel in Dooars with great experience
1420,Luxury Hills Resort 147,Resort,Stay,Darjeeling,Forest Area,5899 INR,3.6,Resort in Darjeeling with great experience
1421,Mountain Brew 742,Cafe,Food,Gangtok,MG Marg,771 INR,4.7,Cafe in Gangtok with great experience
1422,Safari 261,Activity,Experience,Dooars,Tea Garden,,3.9,Activity in Dooars with great experience
1423,Peak Residency 839,Hotel,Stay,Dooars,Tea Garden,3046 INR,3.7,Hotel in Dooars with great experience
1424,Valley View Stay 908,Homestay,Stay,Darjeeling,Tea Garden,5991 INR,3.2,Homestay in Darjeeling with great experience
1425,Toy Train Ride 414,Activity,Experience,Darjeeling,Mall Road,,3.9,Activity in Darjeeling with great experience
1426,Hotel Green View 53,Hotel,Stay,Darjeeling,Tea Garden,2027 INR,4.3,Hotel in Darjeeling with great experience
1427,Valley View Stay 862,Homestay,Stay,Gangtok,MG Marg,5444 INR,4.4,Homestay in Gangtok with great experience
1428,Himalayan Wear 805,Clothing Store,Shopping,Kalimpong,Hill View,,5.0,Clothing Store in Kalimpong with great experience
1429,Himalayan Wear 397,Clothing Store,Shopping,Darjeeling,Tea Garden,,3.9,Clothing Store in Darjeeling with great experience
1430,Luxury Hills Resort 632,Resort,Stay,Darjeeling,Hill View,5483 INR,3.8,Resort in Darjeeling with great experience
1431,Luxury Hills Resort 740,Resort,Stay,Gangtok,MG Marg,6981 INR,3.9,Resort in Gangtok with great experience
1432,Mountain Nest 316,Homestay,Stay,Gangtok,MG Marg,5655 INR,3.4,Homestay in Gangtok with great experience
1433,Safari 74,Activity,Experience,Dooars,City Center,,4.7,Activity in Dooars with great experience
1434,Hotel Green View 897,Hotel,Stay,Darjeeling,Hill View,6721 INR,4.9,Hotel in Darjeeling with great experience
1435,Hill Stay Inn 741,Hotel,Stay,Darjeeling,Forest Area,2482 INR,3.7,Hotel in Darjeeling with great experience
1436,Toy Train Ride 200,Activity,Experience,Darjeeling,Forest Area,,4.1,Activity in Darjeeling with great experience
1437,Toy Train Ride 452,Activity,Experience,Darjeeling,Mall Road,,3.7,Activity in Darjeeling with great experience
1438,Food Valley 88,Restaurant,Food,Dooars,Forest Area,565 INR,4.3,Restaurant in Dooars with great experience
1439,Mountain Nest 958,Homestay,Stay,Darjeeling,Mall Road,6548 INR,4.5,Homestay in Darjeeling with great experience
1440,Cloud9 Cafe 456,Cafe,Food,Gangtok,Mall Road,925 INR,3.2,Cafe in Gangtok with great experience
1441,Toy Train Ride 311,Activity,Experience,Darjeeling,Hill View,,3.9,Activity in Darjeeling with great experience
1442,Food Valley 257,Restaurant,Food,Lava,Forest Area,481 INR,4.9,Restaurant in Lava with great experience
1443,Forest Resort 631,Resort,Stay,Gangtok,City Center,3469 INR,4.9,Resort in Gangtok with great experience
